Date,Hours,HRSG_FW HTR_Tin,HRSG_FW HTR_Tout,HRSG_Eco_Tout,HRSG_Ste_T,HRSG_Ste_p,CTG_output,NOx_PPM,CO_PPM,CampusLoad_1,CampusLoad_2
1-1-2017,01:00:00,234.70468139648438,223.8180389404297,83.03162384033203,181.11224365234375,129.13327026367188,-0.030217647552490234,74.13787841796875,23.709487915039062,4.558814525604248,6.150166988372803
1-1-2017,02:00:00,234.69981384277344,223.74789428710938,82.58586883544922,180.8116455078125,129.25852966308594,-0.0377812385559082,74.13787841796875,23.709487915039062,4.5425519943237305,6.126927852630615
1-1-2017,03:00:00,234.5358123779297,223.69651794433594,81.98506164550781,180.66134643554688,129.25852966308594,-0.030217647552490234,74.13787841796875,23.709487915039062,4.543209552764893,6.205404758453369
1-1-2017,04:00:00,234.63888549804688,223.67620849609375,81.84890747070312,180.46585083007812,129.10093688964844,-0.03022480010986328,74.13787841796875,23.709487915039062,4.54197359085083,6.155284881591797
1-1-2017,05:00:00,234.70791625976562,223.75469970703125,81.82764434814453,180.31558227539062,129.3513641357422,-0.030217647552490234,74.13787841796875,23.709487915039062,4.55692720413208,6.234781265258789
1-1-2017,06:00:00,234.58522033691406,223.62091064453125,81.37857055664062,180.16531372070312,129.10093688964844,-0.03777170181274414,74.13787841796875,23.709487915039062,4.749650478363037,6.296586513519287
1-1-2017,07:00:00,234.5980987548828,223.66453552246094,80.65795135498047,180.06015014648438,129.601806640625,-0.03777170181274414,74.13787841796875,23.709487915039062,4.695344924926758,6.269697189331055
1-1-2017,08:00:00,234.58578491210938,223.63340759277344,81.01419067382812,179.90985107421875,129.47659301757812,-0.030217647552490234,74.13787841796875,23.709487915039062,4.567605495452881,6.136721134185791
1-1-2017,09:00:00,234.79542541503906,223.6434326171875,81.40917205810547,179.71450805664062,129.759521484375,-0.03777170181274414,74.13787841796875,23.709487915039062,4.463902950286865,6.09723424911499
1-1-2017,10:00:00,234.69920349121094,224.02761840820312,82.66520690917969,179.90985107421875,130.01004028320312,-0.03777170181274414,74.13787841796875,23.709487915039062,4.387575626373291,6.181425094604492
1-1-2017,11:00:00,234.61155700683594,224.01791381835938,83.59032440185547,180.16531372070312,129.47659301757812,-0.030217647552490234,74.13787841796875,23.709487915039062,4.340785503387451,6.175645351409912
1-1-2017,12:00:00,234.60995483398438,224.02688598632812,84.25320434570312,180.66134643554688,129.63427734375,-0.030217647552490234,74.13787841796875,23.709487915039062,4.3506622314453125,6.0953240394592285
1-1-2017,13:00:00,234.47006225585938,224.2853240966797,84.91620635986328,181.2171630859375,129.3513641357422,-0.03777170181274414,74.13787841796875,23.709487915039062,4.471792221069336,6.28952169418335
1-1-2017,14:00:00,234.4781036376953,224.17222595214844,85.48047637939453,181.86376953125,129.13327026367188,-0.03777170181274414,74.13787841796875,23.709487915039062,4.512824058532715,6.263838291168213
1-1-2017,15:00:00,234.4558563232422,224.18923950195312,85.55052185058594,182.41925048828125,129.2261505126953,-0.030217647552490234,74.13787841796875,23.709487915039062,4.552157878875732,6.439456939697266
1-1-2017,16:00:00,234.3541259765625,224.13758850097656,85.70795440673828,182.91586303710938,129.25852966308594,-0.030217647552490234,74.13787841796875,23.709487915039062,4.5883307456970215,6.4155964851379395
1-1-2017,17:00:00,234.60064697265625,224.09877014160156,85.71340942382812,183.21646118164062,129.25852966308594,-0.030217647552490234,74.13787841796875,23.709487915039062,4.672407627105713,6.657182693481445
1-1-2017,18:00:00,234.58738708496094,224.0170135498047,85.60829162597656,183.36676025390625,129.50901794433594,-0.030217647552490234,74.13787841796875,23.709487915039062,4.659091949462891,6.515172481536865
1-1-2017,19:00:00,234.8568115234375,224.05299377441406,85.64744567871094,183.36676025390625,129.50901794433594,-0.03777170181274414,74.13787841796875,23.709487915039062,4.670029640197754,6.552443981170654
1-1-2017,20:00:00,234.77871704101562,223.88670349121094,85.88066864013672,183.32083129882812,129.601806640625,-0.03777170181274414,74.13787841796875,23.709487915039062,4.667789459228516,6.42033576965332
1-1-2017,21:00:00,234.61761474609375,224.08071899414062,86.05924987792969,183.32083129882812,129.3513641357422,-0.030217647552490234,74.13787841796875,23.709487915039062,4.647008419036865,6.440834999084473
1-1-2017,22:00:00,234.59600830078125,223.9306640625,86.26941680908203,183.21646118164062,129.00802612304688,-0.030217647552490234,74.13787841796875,23.709487915039062,4.615789890289307,6.197852611541748
1-1-2017,23:00:00,234.62367248535156,223.94151306152344,85.92496490478516,183.066162109375,129.13327026367188,-0.03777170181274414,74.13787841796875,23.709487915039062,4.560057640075684,6.178937911987305
1-2-2017,01:00:00,234.68368530273438,223.58502197265625,84.8878402709961,182.56951904296875,128.85049438476562,-0.030217647552490234,74.13787841796875,23.709487915039062,4.52690315246582,6.081630229949951
1-2-2017,02:00:00,234.7502899169922,223.56117248535156,84.54473114013672,182.26898193359375,129.3513641357422,-0.030217647552490234,74.13787841796875,23.709487915039062,4.569870948791504,6.192448139190674
1-2-2017,03:00:00,234.7351531982422,223.6028594970703,83.614990234375,181.96847534179688,129.3513641357422,-0.03777170181274414,74.13787841796875,23.709487915039062,4.56939697265625,6.258113861083984
1-2-2017,04:00:00,234.73129272460938,223.44424438476562,83.29546356201172,181.56314086914062,129.25852966308594,-0.030217647552490234,74.13787841796875,23.709487915039062,4.592038154602051,6.3442158699035645
1-2-2017,05:00:00,234.54470825195312,223.47955322265625,82.53824615478516,181.2171630859375,129.10093688964844,-0.03777170181274414,74.13787841796875,23.709487915039062,4.623473167419434,6.383487224578857
